X Y
462450.1 4432182.8
461953.0 4431984.5
461801.4 4432110.2
461747.5 4432407.0
461730.2 4432765.2
461888.4 4433131.5
461758.5 4433376.8
461062.7 4433408.9
461181.8 4433039.7
460712.1 4432884.5
459898.9 4432380.6
459630.6 4432541.8
459689.9 4432969.6
459152.6 4432837.5
458773.2 4432976.3
458606.7 4432807.4
458561.9 4432523.6
458321.1 4432457.5
458152.1 4433153.5
457720.6 4433155.3
457383.7 4432872.9
457024.9 4433006.3
456764.9 4433282.6
456774.7 4432853.6
456371.7 4432975.5
456445.4 4432640.5
456050.6 4432688.3
455869.9 4432338.8
455902.4 4432012.9
455459.2 4430774.4
455636.4 4430203.5
454722.0 4429900.4
452970.6 4429913.7
450955.8 4429648.3
450908.0 4429435.8
450218.8 4429331.1
449647.6 4429385.9
449183.6 4428053.5
447899.7 4427740.3
447446.3 4427267.5
446858.7 4426948.8
446280.3 4427129.2
445535.7 4426659.2
446110.8 4424472.6
445861.3 4424508.3
445812.1 4424164.3
443497.8 4424173.2
443134.7 4423923.1
442123.1 4423623.0
441627.5 4423037.5
440407.4 4422076.5
439259.8 4422972.5
437587.3 4421844.4
436448.3 4421451.8
436045.6 4420191.3
435343.6 4419275.5
434191.1 4418566.6
434077.5 4418643.3
433435.3 4418153.3
432485.2 4416858.8
431050.8 4415569.8
431216.3 4415280.4
430329.7 4415400.3
428658.9 4416987.2
427778.6 4417292.1
426505.3 4417293.3
425725.8 4417604.5
425663.1 4417870.9
425338.4 4417984.2
425423.2 4418077.6
425178.8 4418215.5
425864.9 4418909.4
425189.4 4420011.2
425248.1 4420262.2
425881.5 4420583.9
425928.2 4420491.5
427109.9 4421372.5
428292.2 4421701.9
428439.2 4421551.5
428474.2 4420347.5
428849.2 4420291.5
429089.2 4420530.5
429186.6 4421522.2
429543.2 4422173.9
430093.2 4422162.5
430472.2 4422803.5
431042.2 4423056.5
431256.2 4423023.5
431465.2 4422813.5
431460.2 4422276.5
431567.2 4422122.5
431982.2 4422333.5
432451.2 4422092.5
432768.2 4422118.5
432886.2 4422436.5
432635.2 4422968.5
433853.2 4423479.5
434310.2 4423508.5
434787.9 4424431.2
435259.9 4423406.4
434303.6 4423039.0
434167.5 4422819.7
434183.8 4422553.2
434595.3 4422177.3
435560.3 4422529.4
435809.3 4422787.5
435818.9 4423354.9
435197.9 4424579.5
435686.2 4424409.0
435998.3 4423925.5
436726.3 4423752.5
437402.3 4423891.5
437991.3 4424291.5
438148.3 4424595.5
438045.8 4424867.6
437757.6 4424930.5
437545.8 4424617.8
437047.3 4424514.6
436701.4 4424774.8
436247.9 4425729.4
436286.1 4425925.0
436594.2 4426083.9
436877.6 4425991.1
437243.5 4425327.6
437350.8 4425727.8
437175.7 4426028.2
437203.9 4426310.8
437400.3 4426514.5
437702.3 4426550.5
437901.3 4426870.5
438281.3 4426648.5
438178.4 4427641.7
438336.7 4428053.4
438986.3 4428431.5
439258.3 4429100.5
440324.3 4430162.5
440573.3 4430301.5
441373.3 4430387.5
441540.3 4429954.5
442001.9 4429765.0
442321.8 4430401.3
442971.2 4430979.7
442993.5 4431610.2
443139.5 4431858.9
443454.7 4432060.5
443832.0 4432069.9
444087.9 4431584.8
444487.5 4431484.6
444623.7 4431628.6
444612.7 4432266.2
444781.4 4432577.2
444964.5 4432614.0
445460.2 4432417.3
445722.0 4432550.1
445797.3 4432774.3
445413.5 4433197.0
445457.4 4433542.8
446173.3 4433913.7
446681.4 4433870.0
446954.3 4434025.3
447116.3 4434380.0
446758.4 4434672.2
446921.3 4435038.2
447365.3 4435407.5
447297.3 4435696.5
446461.1 4436286.1
446373.9 4436640.5
446856.5 4436956.7
447203.5 4436809.2
447933.4 4437030.6
448483.4 4438164.5
448439.4 4438506.5
447900.4 4438426.5
447640.4 4438898.5
447681.4 4439117.5
448067.4 4439458.5
448293.4 4440054.4
447070.0 4440722.0
447004.0 4440516.9
446405.7 4441014.4
445381.4 4441324.6
444769.9 4441755.2
444114.3 4441843.5
444039.9 4442157.7
443714.9 4442213.2
443273.8 4442993.2
443168.3 4443882.3
442236.5 4443399.0
441755.7 4442681.0
441083.3 4442744.0
439980.5 4443255.0
439277.7 4443724.5
439354.7 4443837.5
438617.3 4444427.5
437947.3 4444051.5
436986.3 4443031.5
436472.3 4442745.5
434247.3 4443534.5
434202.3 4443813.5
433745.3 4444319.5
433656.3 4445342.5
433210.3 4446110.5
431882.6 4447560.0
431309.9 4447748.3
431000.8 4446839.3
430355.5 4447078.4
428961.8 4445994.8
428393.9 4446143.3
427482.5 4446790.1
427385.3 4446896.8
427505.5 4447806.7
426283.3 4448959.6
425851.3 4449186.6
425412.4 4449336.6
425281.4 4449017.6
424691.4 4449188.6
423862.4 4449088.6
423210.9 4449325.0
422965.4 4449204.2
422518.5 4449214.2
421915.4 4449501.6
421457.4 4450204.6
420754.3 4450812.7
420353.4 4450670.6
420114.0 4450778.0
419986.0 4450517.3
419913.9 4450562.6
419751.4 4449962.4
419247.1 4449618.7
419216.4 4450335.6
419076.9 4450035.3
418607.6 4450292.5
418911.2 4451760.6
418632.0 4451666.5
418129.3 4451763.2
416867.5 4451737.2
415666.7 4451478.5
414807.0 4452383.3
414386.6 4452466.6
414164.9 4452643.0
413174.4 4453877.7
413050.8 4454184.7
412708.4 4454413.2
412679.1 4455427.0
412928.9 4455899.2
411390.3 4455993.7
410523.8 4456205.9
408772.8 4457772.5
408561.5 4457748.0
408131.8 4457945.5
407538.1 4456537.3
406469.4 4455747.7
406074.4 4455179.7
405460.4 4455443.7
404697.3 4455392.7
404361.6 4455673.1
404049.3 4455705.7
403768.9 4456006.2
402720.1 4455558.8
402547.0 4455599.6
402131.2 4456055.2
402645.4 4457132.7
402718.4 4457716.7
402464.4 4457985.7
402294.4 4457916.7
401547.4 4458446.7
401314.4 4458322.7
401054.4 4458367.7
400784.4 4458688.7
400328.7 4459808.2
400337.7 4460393.7
400008.4 4460586.5
399738.4 4460986.7
399331.4 4461095.7
398788.7 4461441.8
398254.0 4461090.8
398089.6 4460660.4
397828.6 4460557.7
397671.0 4460327.8
397588.9 4459899.6
397710.3 4458996.7
397562.4 4458493.8
397695.2 4458288.4
397217.4 4458229.0
396802.1 4458370.3
396482.5 4458753.2
396303.3 4458661.7
396191.1 4458731.9
396131.3 4458562.7
395744.2 4458434.6
395556.9 4458730.9
395568.8 4459014.9
395305.3 4459192.6
395079.8 4458914.4
394068.0 4458937.6
393777.2 4458768.4
393388.9 4457681.6
392820.9 4457091.9
392666.9 4456008.2
392198.8 4455465.1
391992.0 4454722.0
391481.1 4454241.7
390529.3 4453845.0
390139.5 4453137.7
389771.1 4452839.8
388815.4 4453212.4
388570.9 4453712.7
388910.3 4454341.5
388732.8 4454535.3
388463.0 4454618.1
387571.0 4453729.4
387165.4 4454320.9
387157.9 4454518.1
386580.4 4455054.4
385873.4 4455310.7
385313.4 4454916.9
385349.7 4455697.9
385635.3 4456738.6
385374.0 4457046.8
385146.4 4457798.0
384635.0 4458638.0
384519.7 4459235.1
384664.8 4460216.7
384522.5 4461249.5
384740.4 4462894.7
384698.3 4463009.8
384175.3 4463232.8
384030.3 4463507.8
383321.3 4463544.8
383140.3 4463637.8
383053.3 4463855.8
382778.6 4463967.6
382888.0 4463612.4
382633.9 4463378.4
382438.1 4462948.9
382596.1 4462786.0
382113.9 4462117.3
382466.4 4461909.0
382265.6 4461009.8
382403.9 4460757.8
381908.2 4460502.5
381587.3 4460532.8
381223.9 4460287.7
380320.2 4459086.6
379967.2 4458963.8
379253.3 4458146.5
378684.3 4457768.4
378633.7 4457321.0
377968.4 4457525.7
377845.4 4457055.3
377984.2 4455813.1
377665.2 4455079.8
376861.3 4454691.2
374627.4 4454489.6
374116.0 4454343.4
373836.1 4454039.9
372585.3 4453430.1
372297.8 4453463.0
372238.2 4453336.8
371535.3 4453178.6
370903.1 4452663.8
370906.0 4451670.3
370793.1 4451499.8
369914.1 4451137.8
369507.1 4451192.8
369279.1 4451037.8
368469.1 4451174.8
365948.1 4451930.9
366176.1 4452585.9
365938.1 4452913.9
365642.1 4453082.9
366031.1 4453331.9
366781.1 4453132.9
367206.1 4453649.9
367365.1 4454961.9
367279.1 4455159.9
366800.1 4455532.9
366738.1 4456741.9
366553.1 4457485.9
367657.1 4458278.9
367875.2 4459595.9
367759.2 4459667.9
368237.2 4459975.9
368503.2 4459994.9
368472.2 4460104.9
368905.2 4460704.9
369614.2 4460936.9
370034.2 4461371.9
369366.2 4463314.9
369175.2 4464547.9
369186.2 4465277.9
368816.2 4465549.9
368936.2 4465737.9
368535.2 4466574.9
368652.2 4466876.9
369285.2 4466693.9
370361.2 4467157.9
370318.2 4466416.9
370805.2 4466142.9
371037.2 4465552.9
371240.2 4465395.9
371456.2 4464437.9
372176.2 4463816.9
372682.2 4463933.9
373331.2 4464391.9
373788.2 4464455.9
375387.2 4464270.8
375531.5 4464131.1
376315.1 4464219.7
376283.1 4464384.2
376545.7 4464816.3
376505.7 4465742.5
375880.1 4466495.7
375944.7 4466671.9
376232.3 4467033.9
376678.5 4467019.4
376971.7 4467290.4
377449.9 4467321.4
377825.5 4467924.7
377623.7 4468619.5
377800.6 4468882.9
377573.9 4469009.8
377680.8 4469457.2
377593.3 4469602.8
377730.4 4470523.4
377655.8 4470766.0
377779.5 4470874.1
377653.1 4471235.9
377470.9 4471317.8
377457.7 4471568.0
377660.6 4471733.0
377615.2 4471905.3
377999.9 4472000.5
377914.1 4472183.3
378026.4 4472484.3
378365.2 4472706.6
378429.0 4472936.7
379196.3 4473363.9
379349.3 4473835.9
379726.3 4473836.9
379964.3 4474266.9
381000.3 4474363.9
382438.3 4474108.9
383074.3 4473874.1
383453.2 4473943.7
384144.5 4473810.9
384646.8 4474305.7
385675.4 4474324.5
386970.5 4473941.2
387899.0 4474145.5
387427.6 4474551.6
387667.3 4474984.7
387719.8 4475601.5
387451.4 4475644.6
387112.8 4475487.4
386788.3 4475754.2
386697.5 4476050.1
386233.1 4476215.3
386426.7 4476481.5
386305.2 4477237.4
386443.1 4477257.2
386516.2 4477443.8
386779.8 4477417.3
387098.1 4477575.8
386766.4 4477820.9
387144.4 4478011.9
386988.4 4478415.9
387845.2 4478481.5
388092.7 4478760.0
388081.2 4479157.4
387614.8 4479266.2
387598.4 4479595.5
387720.1 4479722.9
388214.2 4479481.4
388248.8 4479650.4
388079.0 4479928.5
388458.3 4480174.6
388214.2 4480341.5
388343.7 4480648.3
388074.1 4480740.7
388131.5 4480873.5
387782.5 4481610.5
387736.5 4483333.9
387785.0 4484014.7
387929.1 4484275.3
387772.9 4484575.0
387803.5 4484816.6
387542.2 4484887.4
387528.6 4485139.6
387859.2 4485553.9
388085.6 4486100.7
388184.5 4487514.9
388110.4 4487672.4
387503.6 4487880.6
387880.7 4488585.0
387918.5 4489600.2
388504.6 4489998.8
388863.0 4490082.5
389078.4 4490454.3
390154.7 4490989.4
390859.9 4491173.6
390893.4 4491964.8
391081.9 4492317.9
391223.5 4493243.6
391585.9 4493908.1
391427.5 4494053.6
391400.3 4494665.5
391793.9 4495224.8
391826.3 4495505.7
391333.8 4495812.2
390958.3 4495871.9
390857.2 4496017.4
391019.0 4497911.0
390970.2 4498174.0
390841.3 4498238.2
391794.7 4498531.9
392386.7 4498362.9
392848.7 4496534.9
393225.7 4495735.9
393631.7 4495545.2
394741.7 4495360.9
397190.7 4495611.9
399087.7 4496513.9
400482.1 4496831.1
401768.3 4497610.7
401635.7 4497855.9
401149.7 4497887.9
400797.7 4498330.9
400996.7 4498808.9
400916.7 4499308.9
401249.8 4499873.9
401283.8 4500187.9
401145.6 4500572.1
401362.3 4500862.6
401203.4 4501200.5
401177.6 4502059.1
400772.0 4502417.2
400774.6 4502558.3
400959.1 4503928.0
401343.0 4504439.3
401962.0 4504977.3
402233.7 4505225.2
402777.1 4505285.5
403313.7 4505625.2
403248.2 4505853.2
403516.4 4506403.7
403784.8 4507484.9
404043.3 4508031.5
404523.7 4508631.4
404929.9 4508772.0
404953.2 4509285.8
405364.0 4510019.0
406231.2 4510922.1
406787.5 4511257.1
407392.1 4511324.0
407658.8 4512575.8
407476.5 4513268.9
408813.9 4514551.8
409164.2 4515878.5
409716.4 4516427.0
411664.7 4516005.8
412059.9 4515279.8
412580.6 4515240.5
412887.9 4515024.8
413976.9 4514977.8
415055.9 4515711.8
415282.9 4515747.8
417351.9 4515295.8
417489.9 4515659.8
417361.9 4516129.8
417359.9 4516999.8
417722.9 4517445.8
417767.9 4517839.8
418372.9 4518329.8
418867.9 4519453.8
418605.9 4520917.7
418652.9 4521271.7
418812.9 4521477.7
418876.9 4521919.7
419312.9 4522344.7
420223.9 4524174.7
420149.9 4525128.7
420486.9 4525756.7
420563.9 4526671.7
420534.0 4526824.7
420137.0 4526876.7
419748.0 4527411.7
420250.4 4528250.5
420662.0 4529375.7
421042.3 4529768.2
421135.0 4530328.7
421039.2 4531014.5
421715.5 4531074.9
422396.4 4531390.0
422546.0 4532251.7
422793.2 4532851.3
423244.9 4533018.3
423196.1 4533516.8
423416.0 4533578.9
423654.6 4534174.4
424370.0 4534519.2
424679.5 4535319.2
425371.6 4535933.1
425666.4 4535939.3
425894.2 4536109.6
426014.8 4536389.1
426424.2 4536351.1
426947.2 4535983.2
427697.2 4536797.9
428713.0 4536818.3
428741.0 4537018.0
428955.9 4537143.1
429755.4 4537345.5
430206.9 4537607.0
430917.9 4537393.2
431444.1 4537554.6
431925.7 4537739.7
432454.1 4538220.6
434245.1 4539073.6
435472.0 4540803.2
435522.1 4541206.6
436191.5 4542042.5
436454.2 4542123.7
437092.5 4543094.2
437524.5 4544060.4
437872.7 4544545.3
437885.1 4545020.6
438625.8 4545836.0
439031.3 4545949.1
439474.7 4546289.7
440018.7 4547129.6
440597.8 4547437.1
441396.5 4548080.8
442245.7 4548413.7
442922.5 4548330.0
443216.3 4548601.4
443547.8 4549187.9
445334.1 4550924.2
445852.2 4552422.2
446194.2 4552423.7
446824.6 4552975.4
446789.2 4553924.5
446892.2 4554085.6
447379.8 4554305.7
447547.2 4554559.3
448056.4 4554890.5
448468.6 4555297.3
448503.0 4555485.1
449267.3 4555835.7
449653.7 4556179.8
449756.9 4556063.4
450371.5 4556081.9
450495.3 4556496.7
451111.9 4556840.2
452245.4 4556620.4
453186.0 4557157.0
453822.4 4557297.7
454723.4 4557215.5
454971.8 4556721.6
